,y_test,y_pred
0,0.0154208559427582,0.015381221171717974
1,0.0157086243642407,0.01569272348706313
2,0.0072264468276405,0.007154207915243294
3,0.0118795522357805,0.011704215031634657
4,0.0084195654771997,0.00819147284051186
5,0.0145368948277473,0.014567892566223373
6,0.0130247263815054,0.012904508918780089
7,0.0088617927111841,0.008874091186990729
8,0.0161010975661352,0.016259398398037972
9,0.0130688561820523,0.013235270038865099
10,0.0156617931390813,0.015344336701172134
11,0.0126795128249911,0.012483411650690834
12,0.011391083817244,0.011484380786463355
13,0.0130708696020654,0.013449197906383936
14,0.0129132394082958,0.012947552890953118
15,0.0123440513380281,0.012635348376788091
16,0.0082752246740966,0.007994257657066184
17,0.0081694979832043,0.008343857940735055
18,0.0147514230839771,0.015034896839385803
19,0.0069837739700436,0.007208838421539354
20,0.0077084721016354,0.007958396658832967
21,0.013903026853304,0.013860962716010616
22,0.009114126761241,0.00950725719771317
23,0.0163399909594716,0.01546581392328017
24,0.0091557498812263,0.009314967939854368
25,0.0068052820800647,0.006709013822157106
26,0.0083239484366791,0.00860656364365986
27,0.0101355697836708,0.010343628066730337
28,0.0104263944377358,0.010767550966748252
29,0.0086506971993443,0.008376384274245363
30,0.014000783695611,0.01448533424670212
31,0.0062496757598755,0.006470285847196611
32,0.0108587587293801,0.010798756237436258
33,0.0135692125407713,0.013763612420427673
34,0.0157623925571771,0.01609553426078708
35,0.0161947413112216,0.015826375968111928
36,0.0139103731540672,0.014127006645535456
37,0.0075884880006712,0.007548413979583279
38,0.0116094389927393,0.011284116938800437
39,0.0100909238526832,0.010277282562641432
40,0.0084058078616641,0.008731157651976906
41,0.0107749575134517,0.010658518511473536
42,0.0077374278929352,0.0077531963951199545
43,0.0091626812588687,0.008976145531651991
44,0.0169698361040881,0.016702456602941174
45,0.0145025654333933,0.014600134043727342
46,0.0081033453954075,0.008406301611247669
47,0.0121008087668108,0.011958934018755085
48,0.0111603094771561,0.011125663104999017
49,0.0131405589804824,0.012935710709923276
50,0.0080777819963191,0.007907093784149333
51,0.008401144068466,0.008385077887356651
52,0.0132865893200436,0.013347807555704916
53,0.0085520838498898,0.008526732323046848
54,0.0077026402998971,0.007797145085228718
55,0.0090993839981954,0.008869907032373503
56,0.0108016483541175,0.011198199602263925
57,0.0162502611323062,0.016206464867463244
58,0.0062417985112748,0.006312295036337789
59,0.0149987058841661,0.014799716904615845
60,0.0128969331493721,0.012493816915023659
61,0.0151690451824055,0.015515398957431259
62,0.0126792952685959,0.012692226304320486
63,0.0161197420545757,0.016090162347924097
64,0.0133668809161209,0.013258444797111746
65,0.0120837268775178,0.011867855106909131
66,0.0111770147965302,0.011047252166542343
67,0.007255952158616,0.007180163091995151
68,0.0103724989595672,0.010175921460924608
69,0.0159507457582303,0.016198824096561815
70,0.0094682919052761,0.009533317362493243
71,0.0077168540699293,0.007892604582726892
72,0.0063677585159125,0.00617939079516755
73,0.0115324968207382,0.01234448468898236
74,0.015356665685118,0.0151497932174815
75,0.0130621403597672,0.012769253295987215
76,0.0126823423644817,0.012058573703732756
77,0.006963904087656,0.007382489388779001
78,0.016043815000972,0.015888042177748307
79,0.0115710460371944,0.011203272471701942
80,0.0159833432688813,0.01622005886462946
81,0.0124115828285709,0.012453668469120216
82,0.0088281651566491,0.009152971379681518
83,0.0124836306552422,0.012418106273594909
84,0.010811057756556,0.010789638474001662
85,0.0107802116214519,0.01086167982300168
86,0.0148547642308425,0.01522057958324946
87,0.0133323676306943,0.013254101552156172
88,0.0104253163065711,0.010545527133259569
89,0.010892920010548,0.010878381525883773
90,0.0143105839885288,0.014309927125269184
91,0.011345832484991,0.011104767225777523
92,0.0090726968906869,0.00914504536116284
93,0.0119285700262877,0.011625115641309691
94,0.01274539575264,0.012325898619706843
95,0.0159560939062263,0.015873246232083693
96,0.0157902348637152,0.015597267225926081
97,0.0096495402282551,0.009890012679895921
98,0.0073330255586199,0.007337345910741699
99,0.0128875876204953,0.012679517060883827
100,0.0104806727601788,0.010463572384368847
101,0.0104683823758634,0.010525424360830538
102,0.0075814760713114,0.007734076088830311
103,0.0107014629683931,0.010424042522878152
104,0.0088080720359732,0.009163982737012966
105,0.0105016208529275,0.010529373935180553
106,0.012830828476742,0.012367037362758293
107,0.0112835023165495,0.011432855812504805
108,0.0164074239114975,0.016142833507717058
109,0.0122346089274476,0.01237728498060342
110,0.006536452283941,0.006441690843612902
111,0.0139463713473271,0.01401061643379714
112,0.0110525232672576,0.011096356988702094
113,0.0080179860628188,0.008033649655753428
114,0.0126424617385312,0.012377924920562944
115,0.0146670306522278,0.015476625425419888
116,0.0132664764032431,0.012927879710989243
117,0.0123841996339407,0.012447604367364862
118,0.0072314773462579,0.007193968194455225
119,0.0153937340279939,0.01562635069160312
120,0.0078158358245735,0.007814890654096074
121,0.0097119467217709,0.010212658413053022
122,0.0127642046346145,0.01296407423276913
123,0.0163799915658093,0.016194754732252015
124,0.0080488185817717,0.008287643431865221
125,0.015738630012582,0.015870406356345457
126,0.0084102565670036,0.008298588695862918
127,0.0132878382620207,0.013241666407412811
128,0.0093407910924972,0.009377439424387846
129,0.0148307420966855,0.015189144360748918
130,0.0146640103292051,0.014576029538669488
131,0.0164982509322353,0.01638329593481752
132,0.0110675298090025,0.011158887058140998
133,0.0148227037310364,0.014704380052402155
134,0.0087783940457734,0.008866344999585385
135,0.0111953698824866,0.011326483443454938
136,0.0098067453214489,0.01041766859426424
137,0.0151458174536263,0.014995496783513862
138,0.0082450862996801,0.00822178650614852
139,0.0080675010753286,0.00825326956736061
140,0.0113833156442474,0.011116675957214939
141,0.0131550864114726,0.013301086368312065
142,0.0100941923836643,0.009835173257627672
143,0.0072833112014794,0.007663878823362891
144,0.0116773542572575,0.011541020128777502
145,0.0115395818066888,0.011532248057797567
146,0.0128068519184117,0.012831019657461418
147,0.0080708662187055,0.008288751258183236
148,0.0165934836480706,0.016654573474414403
149,0.0138219534604555,0.013607965073370865
150,0.0130313736891783,0.013179025464596983
151,0.0141108629979303,0.01439567866910163
152,0.0129203958451115,0.013304926786074311
153,0.0085736809631209,0.00879892110518704
154,0.006856773860308,0.0066682911848099935
155,0.0073828530697159,0.007854510842131956
156,0.0149745346872098,0.015502808020914582
157,0.009924915855088,0.010057481628173826
158,0.0074060634478325,0.007602371181624268
159,0.0134923175727749,0.013015766021434227
160,0.0153109907854748,0.015217362533393286
161,0.016481096049632,0.016506038030754178
162,0.0122366425493729,0.011829637243977231
163,0.0156205696947162,0.015316898818131308
164,0.0091325991089571,0.009325120341858895
165,0.0097004266476248,0.009746433851740455
166,0.0093992471069434,0.009444604641424603
167,0.0102442328163998,0.010349588501049445
168,0.0111482536329202,0.011203751122912775
169,0.011774196821498,0.011790425466563004
170,0.0105555028196595,0.010687292348321942
171,0.0131727692546044,0.013104032548211852
172,0.0115009623394853,0.011856669415305887
173,0.0100698452122936,0.01007611997245944
174,0.0099298508223577,0.009677326855690727
175,0.0145681105728329,0.014682449021789667
176,0.0113161446858723,0.010644299903080912
177,0.0100493697154109,0.010168861927797701
178,0.0109750853917372,0.011023850288900683
179,0.0100812148399815,0.009973885640055358
180,0.0104686496591981,0.01023092592766589
181,0.0134053405412059,0.01361515334065988
182,0.0063252667338923,0.0061794106999516485
183,0.0152540476484968,0.015375971911482433
184,0.013684322438941,0.013678072867827906
185,0.0075533527625888,0.007595651972214068
186,0.0078218236710583,0.00784947499020433
187,0.0154135312846622,0.015504421161290749
188,0.0076237591460024,0.00788927656514693
189,0.0098534512593961,0.009837050049138818
190,0.010931447975981,0.011039471620143237
191,0.008778988870154,0.00882130569381484
192,0.0123330714032117,0.012036458985323517
193,0.0123601814085219,0.012564385701832548
194,0.0107708376630239,0.010920415150837026
195,0.0164896034723987,0.01640745473359584
196,0.0149769002522423,0.014605840618811372
197,0.0094259791459687,0.00943031129275751
198,0.0131418067678253,0.01327089874353099
199,0.0159678092016694,0.015801525494888724
200,0.0148312415919976,0.014984676410151943
201,0.0107232748404012,0.010899728343782444
202,0.0159665260353029,0.015829915443350717
203,0.0128392141818898,0.012811191639986619
204,0.0101383353424652,0.010128116180991242
205,0.0136317338442769,0.01343075381308112
206,0.0117764464831485,0.01249993957360157
207,0.0073018972810631,0.007285458898813046
208,0.0144994956410517,0.014717351014046254
209,0.0082563421812948,0.008293491449384793
210,0.0160822061101746,0.016097920893778872
211,0.0094520509400318,0.00972554873547471
212,0.0094628522084373,0.009597178045426091
213,0.0111748288298766,0.01089022505538656
214,0.0155855309450459,0.015540382046159429
215,0.0094006023550573,0.009273494290841733
216,0.0089943609338401,0.009180839008406272
217,0.0110741783737425,0.011231647248742038
218,0.0144328277797123,0.01463484616884475
219,0.0098901335242324,0.010329092829403919
220,0.01609353978765,0.01611169014693342
221,0.0153606271622416,0.015539257563728981
222,0.0080427072275429,0.008219313777974802
223,0.0087453231988486,0.009091972096833933
224,0.0086150422550622,0.008696061141363676
225,0.0083447349374161,0.008650825954899466
226,0.0093094926412083,0.009286602829128798
